0, 1, 4096, 262144, 27.6
1, 1, 4096, 524288, 49.6
2, 1, 4096, 1048576, 90.1
3, 1, 4096, 2097152, 160.0
4, 1, 4096, 4194304, 332.4
5, 1, 4096, 8388608, 678.5
6, 1, 4096, 16777216, 2006.6
7, 1, 4096, 33554432, 4765.3
8, 1, 8192, 262144, 26.6
9, 1, 8192, 524288, 35.0
10, 1, 8192, 1048576, 76.5
11, 1, 8192, 2097152, 126.8
12, 1, 8192, 4194304, 256.5
13, 1, 8192, 8388608, 540.4
14, 1, 8192, 16777216, 1157.1
15, 1, 8192, 33554432, 2865.3
16, 1, 16384, 262144, 18.6
17, 1, 16384, 524288, 39.6
18, 1, 16384, 1048576, 67.8
19, 1, 16384, 2097152, 122.8
20, 1, 16384, 4194304, 239.4
21, 1, 16384, 8388608, 479.9
22, 1, 16384, 16777216, 1021.9
23, 1, 16384, 33554432, 2283.3
24, 1, 32768, 262144, 30.2
25, 1, 32768, 524288, 34.6
26, 1, 32768, 1048576, 67.5
27, 1, 32768, 2097152, 121.2
28, 1, 32768, 4194304, 249.8
29, 1, 32768, 8388608, 487.9
30, 1, 32768, 16777216, 987.9
31, 1, 32768, 33554432, 2222.2
32, 1, 65536, 262144, 20.2
33, 1, 65536, 524288, 39.0
34, 1, 65536, 1048576, 80.2
35, 1, 65536, 2097152, 120.6
36, 1, 65536, 4194304, 262.2
37, 1, 65536, 8388608, 489.6
38, 1, 65536, 16777216, 1006.6
39, 1, 65536, 33554432, 2058.9
40, 1, 131072, 262144, 23.5
41, 1, 131072, 524288, 40.5
42, 1, 131072, 1048576, 86.3
43, 1, 131072, 2097152, 147.3
44, 1, 131072, 4194304, 268.8
45, 1, 131072, 8388608, 553.5
46, 1, 131072, 16777216, 1016.2
47, 1, 131072, 33554432, 2140.3
48, 1, 262144, 262144, 22.1
49, 1, 262144, 524288, 49.3
50, 1, 262144, 1048576, 83.4
51, 1, 262144, 2097152, 151.5
52, 1, 262144, 4194304, 296.8
53, 1, 262144, 8388608, 541.3
54, 1, 262144, 16777216, 1052.9
55, 1, 262144, 33554432, 2218.8
56, 1, 524288, 262144, 20.6
57, 1, 524288, 524288, 46.9
58, 1, 524288, 1048576, 108.9
59, 1, 524288, 2097152, 175.2
60, 1, 524288, 4194304, 307.2
61, 1, 524288, 8388608, 551.8
62, 1, 524288, 16777216, 1113.8
63, 1, 524288, 33554432, 2379.0
64, 2, 4096, 262144, 26.1
65, 2, 4096, 524288, 50.3
66, 2, 4096, 1048576, 75.5
67, 2, 4096, 2097152, 147.6
68, 2, 4096, 4194304, 297.6
69, 2, 4096, 8388608, 616.7
70, 2, 4096, 16777216, 1894.5
71, 2, 4096, 33554432, 4074.0
72, 2, 8192, 262144, 18.6
73, 2, 8192, 524288, 35.3
74, 2, 8192, 1048576, 68.5
75, 2, 8192, 2097152, 130.5
76, 2, 8192, 4194304, 247.4
77, 2, 8192, 8388608, 536.2
78, 2, 8192, 16777216, 1206.3
79, 2, 8192, 33554432, 2802.9
80, 2, 16384, 262144, 17.6
81, 2, 16384, 524288, 42.4
82, 2, 16384, 1048576, 63.0
83, 2, 16384, 2097152, 122.8
84, 2, 16384, 4194304, 250.4
85, 2, 16384, 8388608, 471.9
86, 2, 16384, 16777216, 1015.2
87, 2, 16384, 33554432, 2359.3
88, 2, 32768, 262144, 18.0
89, 2, 32768, 524288, 33.6
90, 2, 32768, 1048576, 71.6
91, 2, 32768, 2097152, 122.8
92, 2, 32768, 4194304, 236.2
93, 2, 32768, 8388608, 478.7
94, 2, 32768, 16777216, 961.0
95, 2, 32768, 33554432, 2110.4
96, 2, 65536, 262144, 19.9
97, 2, 65536, 524288, 35.2
98, 2, 65536, 1048576, 75.6
99, 2, 65536, 2097152, 130.9
100, 2, 65536, 4194304, 252.6
101, 2, 65536, 8388608, 488.4
102, 2, 65536, 16777216, 958.7
103, 2, 65536, 33554432, 2016.9
104, 2, 131072, 262144, 23.6
105, 2, 131072, 524288, 39.8
106, 2, 131072, 1048576, 78.5
107, 2, 131072, 2097152, 142.4
108, 2, 131072, 4194304, 265.7
109, 2, 131072, 8388608, 496.2
110, 2, 131072, 16777216, 1041.9
111, 2, 131072, 33554432, 2028.9
112, 2, 262144, 262144, 12.6
113, 2, 262144, 524288, 48.0
114, 2, 262144, 1048576, 81.8
115, 2, 262144, 2097152, 152.1
116, 2, 262144, 4194304, 274.3
117, 2, 262144, 8388608, 550.4
118, 2, 262144, 16777216, 1027.8
119, 2, 262144, 33554432, 2199.7
120, 2, 524288, 262144, 20.2
121, 2, 524288, 524288, 25.8
122, 2, 524288, 1048576, 107.8
123, 2, 524288, 2097152, 168.8
124, 2, 524288, 4194304, 306.3
125, 2, 524288, 8388608, 527.0
126, 2, 524288, 16777216, 1238.0
127, 2, 524288, 33554432, 2357.8
128, 4, 4096, 262144, 21.3
129, 4, 4096, 524288, 44.2
130, 4, 4096, 1048576, 77.1
131, 4, 4096, 2097152, 143.4
132, 4, 4096, 4194304, 300.2
133, 4, 4096, 8388608, 723.3
134, 4, 4096, 16777216, 1687.4
135, 4, 4096, 33554432, 4254.3
136, 4, 8192, 262144, 18.8
137, 4, 8192, 524288, 44.7
138, 4, 8192, 1048576, 72.5
139, 4, 8192, 2097152, 127.4
140, 4, 8192, 4194304, 253.8
141, 4, 8192, 8388608, 494.5
142, 4, 8192, 16777216, 1143.2
143, 4, 8192, 33554432, 2800.2
144, 4, 16384, 262144, 17.5
145, 4, 16384, 524288, 40.7
146, 4, 16384, 1048576, 68.2
147, 4, 16384, 2097152, 122.1
148, 4, 16384, 4194304, 235.8
149, 4, 16384, 8388608, 475.8
150, 4, 16384, 16777216, 991.6
151, 4, 16384, 33554432, 2262.8
152, 4, 32768, 262144, 18.2
153, 4, 32768, 524288, 33.6
154, 4, 32768, 1048576, 62.3
155, 4, 32768, 2097152, 114.8
156, 4, 32768, 4194304, 247.2
157, 4, 32768, 8388608, 476.7
158, 4, 32768, 16777216, 948.3
159, 4, 32768, 33554432, 2114.3
160, 4, 65536, 262144, 28.3
161, 4, 65536, 524288, 36.5
162, 4, 65536, 1048576, 73.1
163, 4, 65536, 2097152, 122.6
164, 4, 65536, 4194304, 255.0
165, 4, 65536, 8388608, 489.1
166, 4, 65536, 16777216, 947.1
167, 4, 65536, 33554432, 2039.6
168, 4, 131072, 262144, 14.2
169, 4, 131072, 524288, 41.0
170, 4, 131072, 1048576, 72.0
171, 4, 131072, 2097152, 150.7
172, 4, 131072, 4194304, 265.4
173, 4, 131072, 8388608, 515.5
174, 4, 131072, 16777216, 1020.7
175, 4, 131072, 33554432, 2074.3
176, 4, 262144, 262144, 12.5
177, 4, 262144, 524288, 28.7
178, 4, 262144, 1048576, 84.2
179, 4, 262144, 2097152, 155.6
180, 4, 262144, 4194304, 303.2
181, 4, 262144, 8388608, 538.8
182, 4, 262144, 16777216, 1073.1
183, 4, 262144, 33554432, 2059.5
184, 4, 524288, 262144, 21.0
185, 4, 524288, 524288, 25.7
186, 4, 524288, 1048576, 59.3
187, 4, 524288, 2097152, 179.3
188, 4, 524288, 4194304, 291.7
189, 4, 524288, 8388608, 582.8
190, 4, 524288, 16777216, 1118.1
191, 4, 524288, 33554432, 2345.3
192, 8, 4096, 262144, 22.7
193, 8, 4096, 524288, 49.3
194, 8, 4096, 1048576, 78.9
195, 8, 4096, 2097152, 144.7
196, 8, 4096, 4194304, 294.8
197, 8, 4096, 8388608, 708.3
198, 8, 4096, 16777216, 1661.0
199, 8, 4096, 33554432, 3938.4
200, 8, 8192, 262144, 28.4
201, 8, 8192, 524288, 34.9
202, 8, 8192, 1048576, 71.7
203, 8, 8192, 2097152, 129.4
204, 8, 8192, 4194304, 246.3
205, 8, 8192, 8388608, 509.5
206, 8, 8192, 16777216, 1166.2
207, 8, 8192, 33554432, 2757.0
208, 8, 16384, 262144, 17.7
209, 8, 16384, 524288, 39.8
210, 8, 16384, 1048576, 62.9
211, 8, 16384, 2097152, 116.8
212, 8, 16384, 4194304, 240.4
213, 8, 16384, 8388608, 459.3
214, 8, 16384, 16777216, 987.5
215, 8, 16384, 33554432, 2350.3
216, 8, 32768, 262144, 17.5
217, 8, 32768, 524288, 42.7
218, 8, 32768, 1048576, 61.1
219, 8, 32768, 2097152, 115.3
220, 8, 32768, 4194304, 241.7
221, 8, 32768, 8388608, 461.4
222, 8, 32768, 16777216, 962.0
223, 8, 32768, 33554432, 2078.4
224, 8, 65536, 262144, 24.0
225, 8, 65536, 524288, 34.8
226, 8, 65536, 1048576, 65.5
227, 8, 65536, 2097152, 128.8
228, 8, 65536, 4194304, 247.8
229, 8, 65536, 8388608, 479.6
230, 8, 65536, 16777216, 948.8
231, 8, 65536, 33554432, 2011.8
232, 8, 131072, 262144, 8.4
233, 8, 131072, 524288, 25.9
234, 8, 131072, 1048576, 72.9
235, 8, 131072, 2097152, 135.2
236, 8, 131072, 4194304, 263.5
237, 8, 131072, 8388608, 507.2
238, 8, 131072, 16777216, 1026.9
239, 8, 131072, 33554432, 2078.8
240, 8, 262144, 262144, 12.5
241, 8, 262144, 524288, 17.0
242, 8, 262144, 1048576, 51.8
243, 8, 262144, 2097152, 157.5
244, 8, 262144, 4194304, 288.0
245, 8, 262144, 8388608, 523.5
246, 8, 262144, 16777216, 1047.8
247, 8, 262144, 33554432, 2123.6
248, 8, 524288, 262144, 20.9
249, 8, 524288, 524288, 26.1
250, 8, 524288, 1048576, 34.8
251, 8, 524288, 2097152, 108.3
252, 8, 524288, 4194304, 323.4
253, 8, 524288, 8388608, 556.4
254, 8, 524288, 16777216, 1096.6
255, 8, 524288, 33554432, 2087.2
256, 16, 4096, 262144, 99.1
257, 16, 4096, 524288, 111.9
258, 16, 4096, 1048576, 137.9
259, 16, 4096, 2097152, 200.6
260, 16, 4096, 4194304, 378.7
261, 16, 4096, 8388608, 691.3
262, 16, 4096, 16777216, 2060.1
263, 16, 4096, 33554432, 4680.4
264, 16, 8192, 262144, 85.5
265, 16, 8192, 524288, 106.4
266, 16, 8192, 1048576, 123.6
267, 16, 8192, 2097152, 181.6
268, 16, 8192, 4194304, 289.3
269, 16, 8192, 8388608, 620.0
270, 16, 8192, 16777216, 1104.9
271, 16, 8192, 33554432, 2905.5
272, 16, 16384, 262144, 80.9
273, 16, 16384, 524288, 105.1
274, 16, 16384, 1048576, 118.9
275, 16, 16384, 2097152, 171.8
276, 16, 16384, 4194304, 289.9
277, 16, 16384, 8388608, 496.4
278, 16, 16384, 16777216, 1012.9
279, 16, 16384, 33554432, 2235.0
280, 16, 32768, 262144, 40.0
281, 16, 32768, 524288, 90.7
282, 16, 32768, 1048576, 126.4
283, 16, 32768, 2097152, 175.0
284, 16, 32768, 4194304, 283.1
285, 16, 32768, 8388608, 510.2
286, 16, 32768, 16777216, 994.9
287, 16, 32768, 33554432, 2036.4
288, 16, 65536, 262144, 9.6
289, 16, 65536, 524288, 60.5
290, 16, 65536, 1048576, 117.4
291, 16, 65536, 2097152, 172.7
292, 16, 65536, 4194304, 282.5
293, 16, 65536, 8388608, 509.0
294, 16, 65536, 16777216, 972.4
295, 16, 65536, 33554432, 2069.3
296, 16, 131072, 262144, 8.4
297, 16, 131072, 524288, 17.8
298, 16, 131072, 1048576, 65.0
299, 16, 131072, 2097152, 175.2
300, 16, 131072, 4194304, 307.9
301, 16, 131072, 8388608, 535.2
302, 16, 131072, 16777216, 991.1
303, 16, 131072, 33554432, 2109.5
304, 16, 262144, 262144, 12.5
305, 16, 262144, 524288, 16.9
306, 16, 262144, 1048576, 36.2
307, 16, 262144, 2097152, 116.1
308, 16, 262144, 4194304, 295.7
309, 16, 262144, 8388608, 543.9
310, 16, 262144, 16777216, 1081.8
311, 16, 262144, 33554432, 2204.4
312, 16, 524288, 262144, 20.6
313, 16, 524288, 524288, 25.9
314, 16, 524288, 1048576, 34.8
315, 16, 524288, 2097152, 73.6
316, 16, 524288, 4194304, 208.6
317, 16, 524288, 8388608, 610.1
318, 16, 524288, 16777216, 1135.6
319, 16, 524288, 33554432, 2157.1
